jahr,monat,bundesstaat,magnitude,streckenlaenge,breite,verletzte,todesopfer
1950,1,IL,3,3.6,130,3,0
1950,1,MO,3,9.5,150,3,0
1950,1,OH,1,0.1,10,1,0
1950,1,AR,3,0.6,17,1,1
1950,1,IL,2,0.1,100,0,0
1950,1,MO,2,2.3,300,5,0
1950,1,TX,2,4.7,133,2,0
1950,2,TX,2,9.9,400,0,0
1950,2,TX,2,4.6,100,5,0
1950,2,TX,2,4.5,67,6,0
1950,2,TX,3,12.0,1000,12,1
1950,2,AR,2,0.1,100,0,0
1950,2,AR,2,5.7,100,0,0
1950,2,LA,1,0.5,33,0,0
1950,2,LA,2,58.4,100,10,5
1950,2,LA,3,74.5,100,25,5
1950,2,LA,4,82.6,100,77,18
1950,2,MS,1,2.0,10,0,0
1950,2,MS,2,0.1,10,2,3
1950,2,TX,1,2.3,233,0,0
1950,2,TX,1,7.7,100,32,0
1950,2,TX,2,3.4,100,0,0
1950,2,TX,2,8.0,833,8,1
1950,2,TX,3,1.9,50,15,3
1950,2,TN,1,0.2,10,8,0
1950,2,TN,2,0.2,10,1,9
1950,2,OK,2,2.0,50,0,0
1950,3,MS,1,0.1,10,0,0
1950,3,FL,2,1.5,150,0,0
1950,3,LA,0,18.1,27,0,0
1950,3,LA,1,2.0,33,2,0
1950,3,LA,2,1.0,50,0,0
1950,3,AR,2,17.4,150,3,0
1950,3,AR,2,10.4,600,7,0
1950,3,AR,2,5.4,833,2,0
1950,3,AR,3,5.7,200,1,0
1950,3,AR,3,14.9,1760,20,0
1950,3,IL,2,3.0,50,0,0
1950,3,LA,1,15.3,17,2,0
1950,3,LA,1,0.5,27,0,0
1950,3,MS,1,0.1,10,2,0
1950,3,MS,2,11.9,10,0,0
1950,3,MS,2,59.3,50,7,0
1950,3,MS,2,31.9,50,6,0
1950,3,MS,2,4.7,10,0,0
1950,3,MS,2,0.1,10,2,1
1950,3,OK,2,0.1,77,0,0
1950,3,TN,1,0.2,10,0,0
1950,4,AR,1,0.8,100,0,0
1950,4,AR,3,2.5,10,8,1
1950,4,OK,2,1.0,100,0,0
1950,4,OK,1,1.0,33,0,0
1950,4,AL,2,2.0,150,0,0
1950,4,AL,3,14.0,100,15,0
1950,4,LA,1,2.0,100,0,0
1950,4,SC,1,0.7,37,0,0
1950,4,KS,1,19.8,10,0,0
1950,4,OK,2,0.8,100,0,0
1950,4,OK,3,20.8,400,1,1
1950,4,OK,4,4.5,200,32,5
1950,4,TX,4,1.3,233,5,5
1950,4,MS,2,11.3,100,0,0
1950,4,TX,1,11.5,200,0,0
1950,5,LA,0,1.0,100,0,0
1950,5,LA,1,2.0,100,0,0
1950,5,LA,1,15.4,150,0,0
1950,5,LA,1,1.0,100,2,0
1950,5,LA,2,3.6,100,7,0
1950,5,MS,1,0.1,10,0,0
1950,5,MS,1,0.1,10,0,0
1950,5,LA,1,32.8,150,1,0
1950,5,LA,2,2.0,100,5,1
1950,5,IA,1,0.1,10,0,0
1950,5,KS,1,0.1,10,0,0
1950,5,KS,4,34.3,150,1,0
1950,5,OK,1,0.1,10,0,0
1950,5,OK,2,5.6,293,0,0
1950,5,OK,2,1.0,100,0,0
1950,5,TX,2,1.9,50,13,1
1950,5,KS,3,17.3,440,12,0
1950,5,OK,1,0.1,10,0,0
1950,5,OK,1,0.1,10,0,0
1950,5,OK,2,4.3,10,3,0
1950,5,FL,1,0.3,30,0,0
1950,5,IA,2,0.1,200,0,0
1950,5,KS,1,0.1,10,1,0
1950,5,KS,1,0.1,10,0,0
1950,5,KS,2,12.6,660,0,0
1950,5,KS,2,6.8,10,1,0
1950,5,KS,2,19.6,440,2,0
1950,5,NE,2,8.8,467,1,0
1950,5,SD,1,1.0,10,0,0
1950,5,KS,1,0.1,10,0,0
1950,5,OK,1,0.8,200,0,0
1950,5,WY,2,2.0,33,0,0
1950,5,OK,1,0.5,77,0,0
1950,5,NC,0,1.0,200,0,0
1950,5,NC,1,2.0,10,0,0
1950,5,NC,1,1.0,200,0,0
1950,5,LA,1,2.0,27,0,0
1950,5,NC,1,3.8,50,0,0
1950,5,NC,2,2.0,10,5,0
1950,5,TX,1,1.0,100,0,0
1950,5,FL,1,0.1,10,0,0
1950,5,FL,2,0.1,10,0,0
1950,5,TX,2,18.0,10,0,0
1950,5,KS,2,0.2,200,0,0
1950,5,OK,1,7.3,100,1,0
1950,5,KS,0,0.1,10,0,0
1950,5,KS,3,14.9,100,2,0
1950,5,NE,1,0.7,333,0,0
1950,5,KS,0,0.1,10,0,0
1950,5,OK,1,1.5,100,0,0
1950,5,KS,0,0.2,250,0,0
1950,5,KS,1,10.7,40,0,0
1950,5,KS,2,3.6,77,1,0
1950,5,OK,2,1.0,33,2,0
1950,5,TX,1,3.0,880,0,0
1950,5,LA,1,1.0,27,13,0
1950,5,LA,1,1.0,27,0,0
1950,5,OK,1,1.0,33,0,0
1950,5,TX,1,3.4,267,0,0
1950,5,GA,1,0.5,10,0,0
1950,5,NC,1,0.1,10,0,0
1950,6,MS,3,2.0,50,1,2
1950,6,GA,0,2.0,200,0,0
1950,6,GA,1,3.3,10,1,0
1950,6,TX,1,23.7,10,2,0
1950,6,TX,3,23.9,67,6,0
1950,6,GA,1,2.0,300,0,0
1950,6,WY,1,0.2,10,0,0
1950,6,KS,4,17.1,700,5,1
1950,6,MO,1,2.7,220,0,0
1950,6,OK,1,0.1,100,0,0
1950,6,IL,1,0.1,10,0,0
1950,6,ND,3,2.0,10,0,0
1950,6,NE,2,4.1,10,101,0
1950,6,ND,3,23.7,10,0,0
1950,6,WY,1,0.2,10,0,0
1950,6,IA,3,5.6,300,5,0
1950,6,MN,2,4.6,67,4,0
1950,6,MO,1,0.2,100,0,0
1950,6,KS,1,29.9,10,0,0
1950,6,TX,0,15.8,167,0,0
1950,6,NE,0,1.9,10,0,0
1950,6,KS,0,0.1,10,0,0
1950,6,KS,0,0.1,10,0,0
1950,6,WI,1,0.5,10,0,0
1950,6,WI,2,8.4,10,0,0
1950,6,WI,2,7.8,17,0,1
1950,6,WI,3,0.1,300,0,0
1950,6,WI,4,13.1,880,12,2
1950,7,IA,2,14.0,10,0,0
1950,7,KS,1,0.1,10,1,0
1950,7,KS,2,0.1,10,0,0
1950,7,KS,2,1.0,90,0,0
1950,7,IN,0,0.1,10,0,0
1950,7,PA,2,12.9,10,2,0
1950,7,PA,2,0.1,13,0,0
1950,7,KS,1,1.0,90,0,0
1950,7,NM,1,3.8,500,0,0
1950,7,CT,2,10.0,10,0,0
1950,7,CT,2,5.0,100,3,0
1950,7,NE,4,10.0,440,33,0
1950,7,IL,1,1.0,33,0,0
1950,7,KS,1,0.1,10,0,0
1950,7,IN,1,4.3,200,0,0
1950,7,IN,2,1.1,100,0,0
1950,7,MO,1,1.5,440,0,0
1950,7,OH,2,0.1,200,0,0
1950,7,OH,3,9.7,300,30,0
1950,7,CO,0,0.1,10,0,0
1950,7,PA,0,0.1,10,0,0
1950,7,NC,1,0.1,10,0,0
1950,7,NC,1,0.1,10,0,0
1950,8,NM,1,7.9,100,0,0
1950,8,CO,2,0.1,10,1,0
1950,8,KS,1,0.1,10,0,0
1950,8,KS,2,0.1,10,0,0
1950,8,KS,2,8.7,10,0,0
1950,8,MO,1,2.0,10,0,0
1950,8,WV,1,5.0,10,0,0
1950,8,MD,1,6.0,10,0,0
1950,8,AR,2,3.6,200,7,0
1950,8,KS,1,7.2,10,0,0
1950,8,PA,1,1.0,10,0,0
1950,8,FL,1,0.5,50,0,0
1950,8,FL,0,0.1,10,0,0
1950,9,OK,2,6.8,100,6,0
1950,9,OK,0,0.1,10,0,0
1950,9,NE,1,22.5,67,0,0
1950,10,OK,1,15.8,10,0,0
1950,10,NC,3,2.0,880,3,0
1950,11,PA,3,15.9,100,1,0
1950,11,KY,1,0.1,10,0,0
1950,11,KY,2,0.1,10,0,0
1950,11,MS,1,2.0,37,3,0
1950,12,AR,3,7.8,10,0,0
1950,12,IL,1,9.6,50,0,0
1950,12,IL,2,18.8,50,3,1
1950,12,IL,3,18.0,200,25,2
1951,1,LA,3,16.8,317,11,0
1951,1,CA,2,5.7,10,0,0
1951,2,VA,1,0.1,50,0,0
1951,2,LA,1,0.5,33,0,0
1951,2,LA,1,4.9,33,0,0
1951,2,OK,0,0.1,100,0,0
1951,2,OK,2,43.9,20,5,0
1951,2,AL,2,0.1,123,2,0
1951,2,AR,2,112.8,333,3,0
1951,2,KY,2,0.1,73,0,0
1951,2,MS,1,0.1,10,0,0
1951,2,MS,3,0.1,10,1,1
1951,3,KS,0,0.1,10,0,0
1951,3,KS,3,38.1,10,0,0
1951,3,FL,2,2.0,77,0,0
1951,3,TX,1,0.5,17,0,0
1951,3,IN,2,3.0,400,2,0
1951,3,PA,1,0.1,20,0,0
1951,4,OK,2,5.7,127,0,0
1951,4,OK,2,0.2,100,2,0
1951,4,OK,2,3.6,33,2,0
1951,4,KS,0,0.1,10,0,0
1951,4,TX,2,1.5,17,0,0
1951,4,LA,0,1.0,33,2,0
1951,4,LA,0,1.0,33,1,0
1951,4,MS,1,0.1,10,0,0
1951,4,MS,3,33.5,10,16,2
1951,4,OK,0,0.1,10,0,0
1951,4,OK,1,2.5,10,0,0
1951,4,OK,1,0.1,10,0,0
1951,4,KS,0,29.2,10,0,0
1951,4,KS,0,1.0,10,0,0
1951,4,KS,1,0.1,10,0,0
1951,4,KS,1,0.1,10,0,0
1951,4,OK,1,0.1,10,0,0
1951,4,OK,1,0.8,200,2,0
1951,4,OH,2,15.2,10,5,0
1951,4,NJ,1,0.5,400,2,0
1951,4,KS,0,0.1,10,0,0
1951,4,KS,3,12.8,440,0,0
1951,4,NE,1,0.3,50,0,0
1951,4,OK,1,0.1,10,0,0
1951,4,OK,2,1.5,200,0,0
1951,4,OK,3,7.4,200,0,0
1951,5,KS,1,0.1,10,0,0
1951,5,KS,1,0.1,10,0,0
1951,5,MI,2,2.3,150,0,0
1951,5,KS,1,0.1,10,0,0
1951,5,KS,0,0.1,10,0,0
1951,5,KS,1,2.3,10,0,0
1951,5,OK,1,0.1,10,0,0
1951,5,OK,2,14.8,100,1,0
1951,5,TX,2,4.9,33,0,0
1951,5,PA,2,8.0,10,1,0
1951,5,VA,1,0.1,10,0,0
1951,5,KS,1,0.1,10,0,0
1951,5,NE,0,0.1,10,0,0
1951,5,KS,2,0.1,10,0,0
1951,5,KS,2,0.1,10,0,0
1951,5,KS,3,0.1,10,4,0
1951,5,OK,2,0.1,10,0,0
1951,5,OK,2,0.1,10,0,0
1951,5,TX,1,0.1,10,0,0
1951,5,OK,0,0.1,10,0,0
1951,5,CO,0,0.1,10,0,0
1951,5,OK,1,0.1,10,0,0
1951,5,OK,1,0.1,10,0,0
1951,5,OK,1,0.1,10,0,0
1951,5,TX,4,2.0,200,100,2
1951,5,OK,0,0.1,220,0,0
1951,5,OK,1,0.1,10,0,0
1951,5,OK,2,2.0,67,0,0
1951,5,CO,0,0.1,10,0,0
1951,5,CO,0,6.1,10,0,0
1951,5,CO,1,10.3,10,0,0
1951,5,KS,2,1.0,10,0,0
1951,5,KS,3,12.8,900,0,0
1951,5,KS,3,0.1,10,0,0
1951,5,KS,1,0.1,10,0,0
1951,5,KS,2,0.1,10,0,0
1951,5,GA,1,0.3,300,0,0
1951,5,GA,2,9.2,50,0,0
1951,5,TX,1,0.5,20,0,1
1951,5,KS,1,0.1,10,0,0
1951,5,KS,2,0.1,10,0,0
1951,5,KS,3,4.1,440,0,1
1951,5,MO,1,0.2,10,0,0
1951,5,FL,1,0.1,10,0,0
1951,5,FL,1,0.1,10,0,3
1951,5,KS,0,0.1,10,0,0
1951,5,KS,0,0.1,10,0,0
1951,5,KS,0,0.1,10,0,0
1951,5,KS,0,0.1,10,0,0
1951,5,KS,0,0.1,10,0,0
1951,5,KS,1,3.0,10,0,0
1951,5,KS,1,8.3,10,0,0
1951,5,KS,1,7.7,10,0,0
1951,5,NE,1,2.0,33,0,0
1951,5,NE,2,19.7,10,7,0
1951,5,KS,2,3.0,440,0,0
1951,5,TX,1,0.5,17,0,0
1951,6,IA,3,1.5,880,7,0
1951,6,KS,1,11.0,10,0,0
1951,6,MI,1,0.5,10,1,0
1951,6,NM,0,2.0,10,0,0
1951,6,OK,2,0.1,10,0,0
1951,6,CO,2,4.7,217,1,0
1951,6,KS,0,0.1,10,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,KS,1,3.0,400,0,0
1951,6,KS,1,9.0,10,0,0
1951,6,KS,1,0.1,10,0,0
1951,6,KS,1,0.1,10,0,0
1951,6,KS,1,0.1,10,0,0
1951,6,KS,2,0.1,10,3,0
1951,6,KS,3,44.8,10,3,0
1951,6,OK,0,0.2,33,0,0
1951,6,OK,2,3.8,450,0,0
1951,6,TX,0,0.1,10,0,0
1951,6,TX,0,0.1,10,0,0
1951,6,TX,1,0.1,10,0,0
1951,6,TX,2,3.6,1760,0,0
1951,6,TX,3,10.4,100,12,0
1951,6,OK,1,5.7,33,1,0
1951,6,OK,2,0.5,100,0,0
1951,6,OK,2,0.1,10,1,0
1951,6,AL,2,0.1,100,2,0
1951,6,KS,1,0.8,600,0,0
1951,6,KS,2,0.1,10,0,0
1951,6,MO,1,0.1,10,0,0
1951,6,OK,1,0.3,200,0,0
1951,6,OK,1,0.1,10,0,0
1951,6,OK,3,10.9,173,0,0
1951,6,MS,0,2.0,10,0,0
1951,6,NC,1,3.8,30,0,0
1951,6,NC,1,1.0,20,0,0
1951,6,VA,2,4.1,350,12,0
1951,6,CO,1,0.1,10,0,0
1951,6,ND,0,0.1,10,0,0
1951,6,KS,0,0.5,100,0,0
1951,6,TX,1,4.9,20,6,0
1951,6,TX,2,14.5,20,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,KS,0,0.7,10,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,CO,2,29.9,10,0,0
1951,6,IA,1,0.5,17,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,MN,4,52.6,330,20,1
1951,6,NE,1,4.7,110,0,0
1951,6,WI,2,1.0,467,0,0
1951,6,KS,1,0.1,10,0,0
1951,6,KS,2,48.6,10,0,0
1951,6,OK,1,0.1,10,0,0
1951,6,IN,3,5.4,1760,4,0
1951,6,KS,1,22.2,10,0,0
1951,6,KS,2,0.1,10,0,0
1951,6,OK,1,4.3,10,0,0
1951,6,KS,0,0.1,10,0,0
1951,6,OH,2,1.0,100,0,0
1951,6,KS,1,0.1,10,0,1
1951,6,KS,2,0.1,10,5,1
1951,6,SC,1,0.1,10,0,0
1951,6,CO,1,20.2,10,1,0
1951,6,IA,2,0.8,500,8,0
1951,6,MN,2,14.2,10,0,0
1951,6,NE,2,10.4,57,1,0
1951,6,MI,1,0.1,10,0,0
1951,6,WV,1,0.1,250,1,0
1951,6,IL,3,9.6,300,35,0
1951,6,IL,3,18.2,200,15,1
1951,6,KS,1,0.1,10,0,0
1951,6,KS,4,0.8,300,100,5
1951,6,OH,1,4.7,10,0,0
1951,6,PA,2,19.7,10,0,0
1951,6,VA,1,0.1,10,0,0
1951,7,TX,2,1.0,20,0,0
1951,7,WI,2,0.5,50,0,0
1951,7,KS,0,0.1,10,0,0
1951,7,MO,2,0.1,100,1,0
1951,7,NC,1,0.1,10,0,0
1951,7,KS,2,0.1,10,0,0
1951,7,NE,0,5.1,10,0,0
1951,7,MO,2,2.3,100,0,0
1951,7,SD,2,0.1,10,1,0
1951,7,IN,2,1.0,1760,0,0
1951,7,MO,1,2.0,440,0,0
1951,7,NE,0,0.1,10,0,0
1951,7,OK,0,0.1,100,0,0
1951,7,OK,0,0.1,100,0,0
1951,7,OK,2,0.1,100,0,0
1951,7,IA,1,0.1,10,2,0
1951,7,MN,3,11.6,10,40,5
1951,7,SD,2,1.0,10,4,0
1951,7,MI,2,0.5,217,0,0
1951,7,PA,0,0.1,10,0,0
1951,7,FL,2,0.1,10,0,0
1951,7,KS,2,7.7,10,0,0
1951,7,OK,1,0.1,10,0,0
1951,8,KS,0,0.1,10,0,0
1951,8,KS,0,0.1,10,0,0
1951,8,KS,1,0.1,10,0,0
1951,8,NE,1,0.1,440,0,0
1951,8,NC,2,0.5,100,0,0
1951,8,KS,1,2.3,250,0,0
1951,8,NM,0,12.2,30,0,0
1951,8,OK,1,5.9,200,2,0
1951,8,KS,1,0.1,10,0,0
1951,8,KS,1,0.1,10,0,0
1951,8,ND,1,0.1,10,0,0
1951,8,MI,1,2.3,100,0,0
1951,8,MI,1,0.2,300,0,0
1951,8,MI,2,28.5,333,0,0
1951,8,CT,2,0.1,50,0,0
1951,8,CT,2,43.9,100,9,0
1951,8,CT,3,0.1,10,8,0
1951,8,MA,2,9.3,100,0,0
1951,8,NH,2,4.9,67,0,0
1951,8,LA,1,0.5,33,0,0
1951,8,KS,0,0.1,10,0,0
1951,8,KS,0,0.1,10,0,0
1951,8,KS,2,3.3,100,0,0
1951,8,IA,1,5.6,140,0,0
1951,8,KS,1,0.1,10,0,0
1951,8,KS,1,0.1,10,0,0
1951,8,OK,1,0.5,440,0,0
1951,9,LA,1,0.5,100,0,0
1951,9,MS,2,0.1,100,0,0
1951,9,OK,2,2.0,67,0,0
1951,9,WI,3,24.4,200,1,0
1951,9,KS,0,0.8,100,0,0
1951,9,MI,2,2.3,440,3,1
1951,9,WI,4,9.0,100,9,1
1951,9,WI,4,26.4,100,3,6
1951,9,LA,2,1.0,20,0,0
1951,10,OK,1,2.0,880,0,0
1951,10,AR,2,0.1,10,4,0
1951,11,LA,1,0.3,100,0,0
1951,11,VA,1,0.1,230,0,0
1951,11,IL,2,47.4,50,0,0
1951,11,IL,2,7.1,250,7,0
1951,11,IN,2,0.3,400,0,0
1951,11,KY,3,2.0,10,11,1
1951,11,MO,3,1.0,27,1,0
1951,11,TN,2,0.2,10,0,0
1951,11,AL,2,0.1,150,2,0
1951,11,AL,2,1.5,177,6,0
1951,11,AL,2,1.5,10,1,0
1951,11,GA,1,0.5,100,0,0
1951,12,FL,1,0.1,27,0,0
1951,12,IL,3,21.9,150,1,1
1951,12,OR,1,0.3,50,0,0
1951,12,MS,0,0.5,350,0,0
1951,12,FL,1,0.5,33,0,0
1951,12,FL,1,2.8,100,0,0
1951,12,FL,2,0.1,150,0,0
1951,12,FL,2,0.1,10,0,0
1951,12,MA,2,0.1,10,0,0
1951,12,MS,1,2.0,900,0,0
1952,1,PA,2,0.5,400,0,0
1952,1,AL,1,0.1,10,0,0
1952,1,GA,2,8.7,350,8,0
1952,1,AR,1,0.1,10,0,0
1952,1,AR,1,0.1,10,0,0
1952,1,FL,1,0.5,17,3,0
1952,1,FL,2,1.5,33,0,0
1952,1,GA,1,3.8,400,0,0
1952,1,GA,1,2.0,100,1,0
1952,1,GA,1,0.1,400,2,0
1952,1,GA,1,0.1,33,1,0
1952,1,GA,2,1.0,100,0,0
1952,2,TX,2,1.0,67,0,0
1952,2,AL,1,6.0,400,6,0
1952,2,AL,3,5.6,100,14,1
1952,2,AL,3,0.1,200,26,1
1952,2,AR,2,0.3,10,5,0
1952,2,LA,0,1.0,133,0,0
1952,2,MO,2,6.8,100,0,0
1952,2,MS,0,0.1,10,0,0
1952,2,MS,1,0.1,10,1,0
1952,2,MS,1,0.1,10,2,0
1952,2,TN,1,0.3,200,0,0
1952,2,TN,1,0.2,400,0,0
1952,2,TN,2,0.3,300,0,0
1952,2,TN,3,7.4,350,2,0
1952,2,TN,3,5.1,400,2,0
1952,2,TN,4,12.7,100,44,3
1952,2,LA,2,0.5,200,5,0
1952,2,FL,2,1.5,73,4,0
1952,2,FL,1,1.5,17,0,0
1952,2,AL,3,3.3,400,12,0
1952,2,GA,2,7.8,77,0,0
1952,2,GA,2,9.4,300,3,0
1952,2,GA,2,0.2,17,5,0
1952,2,TN,1,0.1,100,166,3
1952,2,TN,2,1.0,400,0,0
1952,2,TN,2,15.3,587,0,0
1952,2,TN,4,2.0,300,150,2
1952,3,TX,0,0.2,10,0,0
1952,3,AL,3,3.3,440,6,0
1952,3,AR,1,0.6,50,0,0
1952,3,GA,3,4.3,400,4,0
1952,3,LA,3,50.9,650,0,0
1952,3,GA,1,1.0,150,0,0
1952,3,TX,0,0.5,20,0,0
1952,3,TX,1,0.1,33,0,0
1952,3,IL,1,3.0,10,1,0
1952,3,IL,2,4.9,100,0,0
1952,3,MO,2,18.4,100,1,0
1952,3,MO,2,6.2,500,0,0
1952,3,AR,0,0.1,417,5,1
1952,3,AR,2,0.1,10,6,0
1952,3,AR,2,13.3,417,15,5
1952,3,AR,3,17.7,440,0,0
1952,3,AR,3,17.6,600,0,0
1952,3,AR,3,28.5,440,6,0
1952,3,AR,3,9.4,200,5,1
1952,3,AR,3,39.7,880,57,1
1952,3,AR,3,51.8,880,96,3
1952,3,AR,3,16.2,10,9,9
1952,3,AR,4,7.6,10,6,2
1952,3,AR,4,0.1,880,5,4
1952,3,AR,4,13.0,833,9,7
1952,3,AR,4,13.1,880,180,29
1952,3,AR,4,14.6,1760,325,50
1952,3,MO,4,6.5,880,100,17
1952,3,MS,0,0.1,20,1,0
1952,3,MS,4,29.6,427,74,16
1952,3,TN,2,0.3,500,0,0
1952,3,TN,2,0.1,150,8,1
1952,3,TN,2,0.1,150,2,2
1952,3,TN,3,0.1,100,3,0
1952,3,TN,3,5.1,177,19,0
1952,3,TN,3,18.1,1000,30,10
1952,3,TN,4,4.7,200,10,2
1952,3,TN,4,2.0,200,5,4
1952,3,TN,4,46.8,177,157,38
1952,3,AL,4,21.6,100,50,4
1952,3,KY,3,2.7,10,18,0
1952,3,TN,1,0.3,10,1,0
1952,3,TN,2,0.5,40,10,3
1952,4,LA,1,2.0,67,0,0
1952,4,TX,2,4.9,200,1,0
1952,4,AL,1,0.2,200,2,0
1952,4,FL,1,0.1,20,1,0
1952,4,LA,2,6.4,20,3,0
1952,4,LA,2,20.4,67,33,4
1952,4,LA,3,36.7,100,10,0
1952,4,MD,0,0.3,33,0,0
1952,4,MD,1,1.0,50,0,0
1952,4,MD,1,1.0,50,1,0
1952,4,NC,2,6.9,300,0,0
1952,4,NJ,1,0.2,33,0,0
1952,4,PA,0,0.1,10,6,0
1952,4,PA,1,1.0,10,0,0
1952,4,PA,3,17.5,10,4,0
1952,4,VA,2,1.0,150,2,0
1952,4,VA,2,4.9,10,0,0
1952,4,KS,1,0.1,10,0,0
1952,4,OK,0,45.9,100,0,0
1952,4,OH,1,0.1,10,4,0
1952,4,TX,1,0.8,200,0,0
1952,4,OK,0,1.5,440,0,0
1952,4,OK,0,1.5,440,0,0
1952,4,OK,0,1.5,440,0,0
1952,4,OK,1,0.1,20,0,0
1952,4,OK,0,0.3,50,0,0
1952,4,TX,4,2.3,200,0,0
1952,4,AR,1,0.3,150,0,0
1952,4,AR,1,0.1,100,0,0
1952,4,KS,0,0.1,10,0,0
1952,4,LA,0,0.5,20,0,0
1952,4,KS,0,0.1,10,0,0
1952,4,NE,1,1.0,20,0,0
1952,4,KS,0,0.1,10,0,0
1952,4,KS,0,0.1,10,0,0
1952,4,OK,2,13.7,200,0,0
1952,4,TX,3,0.5,100,6,0
1952,5,NY,2,4.9,200,0,0
1952,5,MO,1,1.5,400,0,0
1952,5,CO,2,2.5,200,1,0
1952,5,NE,1,0.1,10,0,0
1952,5,WY,1,2.0,100,0,0
1952,5,IN,1,15.6,13,0,0
1952,5,AL,1,0.2,50,0,0
1952,5,AL,1,0.2,50,0,0
1952,5,AL,1,0.2,50,0,0
1952,5,NC,2,0.1,10,6,0
1952,5,SC,3,22.7,83,4,2
1952,5,GA,3,4.3,200,10,0
1952,5,NE,1,0.1,10,0,0
1952,5,CO,3,7.4,150,5,0
1952,5,LA,0,1.0,33,0,0
1952,5,NC,2,1.5,33,2,0
1952,5,KS,0,0.1,10,0,0
1952,5,KS,2,0.2,100,0,0
1952,5,KS,4,26.9,440,3,0
1952,5,MO,2,1.3,440,1,0
1952,5,OK,1,0.1,10,0,0
1952,5,FL,0,0.1,10,1,0
1952,5,IA,1,0.1,10,0,0
1952,5,IA,2,0.1,17,0,0
1952,5,OK,1,0.1,10,0,0
1952,5,OK,1,16.9,100,0,0
1952,5,OK,2,0.3,150,1,0
1952,5,OK,2,0.1,200,0,0
1952,5,TX,0,0.5,33,1,0
1952,5,TX,1,7.1,50,1,0
1952,5,IL,1,0.1,10,0,0
1952,5,OH,1,0.1,200,0,0
1952,5,NE,0,2.0,33,0,0
1952,5,FL,2,0.1,10,0,0
1952,6,OK,1,0.1,10,0,0
1952,6,IA,2,2.3,100,1,0
1952,6,AR,2,0.1,10,0,0
1952,6,OK,1,0.1,10,0,0
1952,6,TX,1,13.8,33,0,0
1952,6,ND,2,10.1,10,0,0
1952,6,ND,3,8.8,300,0,0
1952,6,SC,1,2.0,167,0,0
1952,6,FL,1,2.5,10,0,0
1952,6,ND,3,1.7,10,1,0
1952,6,NE,1,1.0,10,0,0
1952,6,OK,1,0.1,10,0,0
1952,6,AR,0,0.1,10,0,0
1952,6,KS,2,3.3,60,0,0
1952,6,ND,0,0.1,10,0,0
1952,6,KS,2,24.9,10,0,0
1952,6,OK,1,0.3,440,0,0
1952,6,IA,4,24.1,400,4,0
1952,6,MN,2,8.4,220,0,0
1952,6,MN,2,104.8,220,10,0
1952,6,SD,0,2.0,43,0,0
1952,6,WI,3,18.2,100,6,2
1952,6,MN,2,70.9,267,15,0
1952,6,SD,0,0.1,10,0,0
1952,6,CO,2,7.0,10,0,0
1952,6,KS,2,12.0,10,0,0
1952,6,NE,2,2.7,10,0,0
1952,6,KS,2,1.9,100,0,0
1952,6,SD,1,0.1,10,0,0
1952,6,SD,0,1.0,100,0,0
1952,6,SD,1,0.1,10,0,0
1952,6,FL,1,0.1,10,0,0
1952,6,OK,2,0.1,10,1,0
1952,6,TN,1,0.3,10,0,0
1952,7,ND,2,9.7,10,0,0
1952,7,ND,3,0.5,10,0,0
1952,7,ND,4,48.0,150,26,1
1952,7,IA,1,0.1,10,0,0
1952,7,MN,1,4.1,217,0,0
1952,7,KS,0,0.1,10,0,0
1952,7,KS,1,11.9,10,0,0
1952,7,KS,2,0.1,10,0,0
1952,7,OK,1,3.6,50,0,0
1952,7,ND,2,0.1,10,0,0
1952,7,NE,1,27.6,10,0,0
1952,7,OK,1,1.0,10,0,0
1952,7,OK,1,0.1,10,0,0
1952,7,AR,2,1.1,50,0,0
1952,7,AR,2,1.1,50,0,0
1952,7,MN,2,9.4,333,0,0
1952,7,OK,1,0.1,30,0,0
1952,7,IL,1,0.1,10,0,0
1952,7,MO,1,0.2,10,0,0
1952,7,MT,3,55.5,10,0,0
1952,7,MT,3,16.4,10,2,1
1952,7,PA,2,5.6,27,0,0
1952,7,NC,2,0.1,10,0,0
1952,7,PA,2,0.1,10,4,0
1952,7,ND,2,7.3,10,0,0
1952,7,MN,2,1.5,133,4,0
1952,7,MS,1,0.1,10,0,0
1952,8,MS,2,0.3,200,0,0
1952,8,KS,1,0.1,10,0,0
1952,8,KS,3,4.7,10,0,0
1952,8,NJ,1,39.3,100,0,0
1952,8,TX,1,0.7,50,0,0
1952,8,NE,3,44.4,1300,1,0
1952,8,NE,4,26.7,110,20,0
1952,8,KS,2,1.5,100,0,0
1952,8,OK,2,5.1,77,0,0
1952,8,FL,1,0.2,17,0,0
1952,8,PA,1,0.5,30,0,0
1952,8,MO,2,1.3,300,13,1
1952,8,MN,1,13.3,10,0,0
1952,8,MD,1,0.1,70,0,0
1952,8,NC,1,0.1,10,0,0
1952,8,VA,1,2.0,100,0,0
1952,9,NC,3,1.0,50,0,0
1952,11,AZ,0,0.2,200,0,0
1952,11,MO,3,21.6,600,2,0
1952,11,AR,2,39.2,100,2,0
1952,11,IA,0,0.1,50,0,0
1952,11,KS,1,0.1,10,0,0
