jahr,monat,bundesstaat,magnitude,streckenlaenge,breite,verletzte,todesopfer
1972,3,FL,2,0.2,50,0,0
1972,3,FL,2,0.2,50,0,0
1972,3,TX,2,18.7,150,13,0
1972,3,FL,0,0.2,20,0,0
1972,3,FL,0,0.5,20,0,0
1972,3,FL,0,0.2,20,0,0
1972,3,FL,0,0.2,20,0,0
1972,3,FL,1,0.2,20,0,0
1972,3,FL,1,0.2,20,0,0
1972,3,FL,1,0.5,50,0,0
1972,3,FL,1,0.5,20,0,0
1972,3,FL,2,0.2,30,4,0
1972,3,FL,2,1.0,100,1,0
1972,3,FL,2,2.0,50,0,0
1972,3,FL,2,1.0,30,0,0
1972,4,MS,1,4.7,10,0,0
1972,4,TX,1,0.2,10,0,0
1972,4,OR,3,8.7,440,300,6
1972,4,WA,2,0.1,10,0,0
1972,4,WA,2,1.0,100,0,0
1972,4,WA,3,0.1,83,1,0
1972,4,IL,0,0.1,10,0,0
1972,4,IL,1,10.7,50,0,0
1972,4,IL,1,3.6,50,0,0
1972,4,IL,2,5.1,50,0,0
1972,4,IL,2,17.5,50,9,1
1972,4,IL,2,6.8,50,22,1
1972,4,IN,1,11.2,30,0,0
1972,4,AR,1,0.1,50,0,0
1972,4,AR,2,0.1,200,0,0
1972,4,AR,3,2.0,100,0,0
1972,4,GA,1,3.6,300,1,0
1972,4,GA,1,0.5,50,0,0
1972,4,GA,1,2.7,200,0,0
1972,4,TN,2,23.2,200,15,0
1972,4,KY,2,0.1,10,0,0
1972,4,MI,1,0.1,10,0,0
1972,4,MI,1,0.1,10,0,0
1972,4,MI,2,0.1,27,8,0
1972,4,MO,2,0.9,177,7,0
1972,4,OK,1,0.1,30,0,0
1972,4,IL,1,0.1,10,0,0
1972,4,IL,1,4.9,100,0,0
1972,4,IN,1,0.1,20,0,0
1972,4,MO,1,5.4,50,1,0
1972,4,OK,1,40.8,50,0,0
1972,4,IL,2,30.9,30,9,0
1972,4,KY,1,2.0,100,0,0
1972,4,TX,1,0.5,10,0,0
1972,4,AR,2,0.5,100,0,0
1972,4,LA,1,1.0,40,0,0
1972,4,LA,2,41.9,50,0,0
1972,4,MS,2,8.8,10,62,0
1972,4,OK,1,4.9,50,0,0
1972,4,TN,1,0.3,50,0,0
1972,4,FL,0,0.1,10,0,0
1972,4,KS,2,20.0,100,0,0
1972,4,OK,0,0.1,10,0,0
1972,4,OK,2,15.5,77,0,0
1972,4,OK,4,28.2,10,6,5
1972,4,TX,1,0.5,20,0,0
1972,4,TX,1,0.5,20,0,0
1972,4,TX,1,0.2,10,0,0
1972,4,OK,1,0.1,10,0,0
1972,4,OK,2,8.9,50,0,0
1972,4,IL,1,0.1,10,2,0
1972,4,IL,1,0.1,10,0,0
1972,4,IL,1,1.0,20,0,0
1972,4,IL,2,6.9,10,3,0
1972,4,IL,3,0.3,60,0,3
1972,4,KY,2,10.1,100,0,0
1972,4,KY,2,5.1,30,0,0
1972,4,KY,3,5.7,10,0,0
1972,4,KY,3,1.0,10,4,0
1972,4,MO,2,26.0,50,4,0
1972,4,MS,1,0.5,100,0,0
1972,4,MS,2,0.8,83,0,0
1972,4,MS,2,11.7,90,8,0
1972,4,MS,3,12.8,150,0,0
1972,4,MS,3,9.1,150,0,0
1972,4,TN,1,1.5,50,3,0
1972,4,TN,1,0.3,20,0,0
1972,4,TN,1,10.7,10,2,0
1972,4,TN,3,32.3,200,10,0
1972,4,AL,2,5.7,200,0,0
1972,4,GA,1,0.5,100,0,0
1972,4,GA,1,1.0,100,0,0
1972,4,LA,1,22.2,50,0,0
1972,4,OK,1,0.1,17,0,0
1972,4,TX,1,0.5,10,0,0
1972,4,KS,1,0.1,17,0,0
1972,4,OK,1,12.8,17,0,0
1972,4,TX,0,0.2,10,0,0
1972,4,TX,0,0.1,10,0,0
1972,4,TX,0,0.1,10,0,0
1972,4,TX,1,1.5,50,0,0
1972,4,TX,1,0.5,20,0,0
1972,4,TX,1,0.1,50,0,0
1972,4,TX,1,11.1,880,0,0
1972,4,KS,2,10.5,127,0,0
1972,4,KS,2,1.0,30,0,0
1972,4,KS,2,0.1,233,0,0
1972,4,KS,3,13.1,300,0,0
1972,4,KS,3,1.0,50,2,0
1972,4,KS,3,17.0,77,0,0
1972,4,KS,3,6.8,440,0,0
1972,4,KS,3,2.7,200,0,0
1972,4,KS,3,1.5,300,6,0
1972,4,KS,4,26.6,77,1,0
1972,4,MO,0,0.1,50,0,0
1972,4,OK,0,0.1,10,0,0
1972,5,OK,1,3.6,77,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,0.3,10,0,0
1972,5,WI,0,0.5,50,0,0
1972,5,NY,2,12.0,350,0,0
1972,5,PA,3,7.9,33,3,0
1972,5,TX,0,0.1,17,0,0
1972,5,TX,1,0.5,50,0,0
1972,5,TX,1,13.1,10,1,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,2,6.5,17,2,0
1972,5,LA,2,1.0,100,0,0
1972,5,MS,1,0.8,50,0,0
1972,5,MS,1,8.3,33,0,0
1972,5,MS,1,0.8,33,2,0
1972,5,MS,1,0.8,33,0,0
1972,5,MS,1,0.8,33,0,0
1972,5,MS,2,4.3,50,0,0
1972,5,MS,2,0.8,33,0,0
1972,5,MS,2,7.6,23,1,0
1972,5,MS,2,1.2,33,0,0
1972,5,NM,2,0.1,10,0,0
1972,5,TX,1,0.2,20,0,0
1972,5,TX,1,0.3,20,0,0
1972,5,TX,1,0.3,20,0,0
1972,5,TX,2,0.1,10,1,0
1972,5,FL,2,0.3,27,0,0
1972,5,GA,0,0.5,50,0,0
1972,5,CO,0,0.1,10,0,0
1972,5,KS,3,2.7,400,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,0.3,20,0,0
1972,5,TX,1,0.5,20,0,0
1972,5,CO,1,1.0,20,0,0
1972,5,NM,0,0.1,10,0,0
1972,5,NM,0,0.1,10,0,0
1972,5,NM,0,0.1,10,0,0
1972,5,NM,1,3.6,10,0,0
1972,5,NM,2,2.5,660,0,0
1972,5,TX,1,0.5,50,0,0
1972,5,TX,1,0.3,33,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,2,1.0,100,0,0
1972,5,TX,2,1.0,100,0,0
1972,5,NM,0,0.1,10,0,0
1972,5,LA,2,1.0,100,0,0
1972,5,LA,2,2.0,100,0,0
1972,5,TX,1,4.9,50,7,0
1972,5,TX,1,0.1,20,1,0
1972,5,TX,1,4.5,20,7,0
1972,5,TX,1,1.0,10,2,0
1972,5,TX,1,0.3,10,0,0
1972,5,TX,1,0.3,10,0,0
1972,5,TX,2,19.9,30,2,0
1972,5,TX,0,0.1,10,0,0
1972,5,TX,1,0.5,100,0,0
1972,5,TX,1,13.5,50,0,0
1972,5,TX,1,1.0,100,0,0
1972,5,IL,0,0.1,10,0,0
1972,5,IL,0,0.1,10,0,0
1972,5,IN,1,0.4,50,0,0
1972,5,IN,4,30.0,200,20,0
1972,5,TN,2,1.0,50,3,0
1972,5,WI,1,2.7,100,0,0
1972,5,MI,0,0.1,10,0,0
1972,5,NC,3,8.5,120,4,0
1972,5,TX,1,0.5,20,0,0
1972,5,TX,1,0.5,20,0,0
1972,5,TX,1,0.5,20,0,0
1972,5,TX,1,0.5,20,0,0
1972,5,TX,1,5.6,20,0,0
1972,5,ND,1,15.5,50,0,0
1972,5,FL,2,1.0,23,0,0
1972,5,TX,1,2.0,20,1,0
1972,5,TX,1,2.0,20,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,1,0.1,10,0,0
1972,5,SD,2,0.1,10,0,0
1972,5,KS,1,7.9,30,0,0
1972,5,KS,1,0.5,100,0,0
1972,5,KS,1,7.1,33,0,0
1972,5,KS,1,0.5,33,0,0
1972,5,KS,1,0.5,33,0,0
1972,5,KS,1,0.5,33,0,0
1972,5,KS,1,5.0,33,0,0
1972,5,KS,1,0.5,33,0,0
1972,5,KS,1,0.5,33,0,0
1972,5,KS,2,9.4,10,0,0
1972,5,KS,2,5.1,33,0,0
1972,5,KS,2,1.0,220,0,0
1972,5,KS,2,1.0,220,0,0
1972,5,KS,2,1.0,220,0,0
1972,5,KS,2,2.0,250,0,0
1972,5,KS,2,0.5,220,0,0
1972,5,NE,0,2.3,10,0,0
1972,5,NE,1,2.3,220,0,0
1972,5,NE,1,1.0,220,0,0
1972,5,OK,1,0.1,30,0,0
1972,5,OK,1,1.9,33,0,0
1972,5,OK,3,9.5,100,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,MN,0,0.1,30,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,0.1,10,0,0
1972,5,TX,1,4.3,440,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,2,2.0,50,0,0
1972,5,IA,1,0.1,200,0,0
1972,5,KS,0,0.5,10,0,0
1972,5,ND,1,2.0,30,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,2,1.5,440,0,0
1972,5,NE,0,0.5,10,0,0
1972,5,NE,0,0.1,10,0,0
1972,5,CO,1,0.1,10,0,0
1972,5,OK,0,0.1,27,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,SD,0,0.1,10,0,0
1972,5,TX,1,0.1,10,2,0
1972,5,MI,1,1.1,17,0,0
1972,5,NY,0,0.3,50,0,0
1972,5,NH,1,0.1,50,0,0
1972,5,NH,1,1.0,70,0,0
1972,6,ND,0,0.5,20,0,0
1972,6,TX,1,0.1,17,1,0
1972,6,IL,0,0.1,10,0,0
1972,6,IA,1,0.1,150,0,0
1972,6,IA,2,1.9,200,0,0
1972,6,CA,0,0.1,10,0,0
1972,6,IA,2,2.0,200,0,0
1972,6,IA,2,1.0,200,0,0
1972,6,ID,1,0.5,17,0,0
1972,6,NE,0,0.1,10,0,0
1972,6,AL,2,0.1,30,0,0
1972,6,AR,2,0.5,100,0,0
1972,6,IL,1,0.1,30,0,0
1972,6,NY,2,0.3,40,2,0
1972,6,SD,0,0.1,10,0,0
1972,6,TX,1,0.3,10,0,0
1972,6,WY,1,0.1,10,0,0
1972,6,FL,0,0.3,10,0,0
1972,6,MT,1,3.6,30,0,0
1972,6,MT,1,10.4,50,0,0
1972,6,MT,2,0.3,30,0,0
1972,6,MT,2,9.1,50,0,0
1972,6,ND,0,3.6,30,0,0
1972,6,ND,2,2.0,20,1,0
1972,6,AZ,0,0.3,10,0,0
1972,6,IA,1,1.0,100,0,0
1972,6,IA,1,0.5,100,0,0
1972,6,IA,2,2.0,100,0,0
1972,6,SD,0,0.1,10,0,0
1972,6,SD,0,0.1,10,0,0
1972,6,TX,1,4.1,50,0,0
1972,6,WI,1,2.0,50,0,0
1972,6,WI,1,2.0,50,0,0
1972,6,MI,2,1.3,70,0,0
1972,6,NM,0,0.1,10,0,0
1972,6,NM,2,0.1,10,0,0
1972,6,TX,1,5.1,50,0,0
1972,6,TX,1,0.3,20,0,0
1972,6,NM,0,0.1,10,0,0
1972,6,TX,1,3.6,20,0,0
1972,6,WY,1,0.3,100,0,0
1972,6,NE,0,0.1,10,0,0
1972,6,TX,0,0.1,10,0,0
1972,6,CO,0,0.1,10,0,0
1972,6,MN,0,0.3,10,0,0
1972,6,NM,1,6.1,100,0,0
1972,6,TX,1,29.3,50,0,0
1972,6,FL,0,1.0,20,0,0
1972,6,FL,1,2.0,20,0,0
1972,6,FL,1,1.0,50,2,0
1972,6,FL,1,0.3,50,3,0
1972,6,FL,1,0.2,50,4,0
1972,6,FL,1,0.3,50,0,0
1972,6,FL,2,1.0,100,40,0
1972,6,FL,2,1.5,50,0,0
1972,6,FL,2,0.3,30,0,0
1972,6,FL,2,2.0,50,0,0
1972,6,FL,2,0.5,20,0,0
1972,6,FL,2,2.0,100,11,0
1972,6,NE,0,0.1,10,0,0
1972,6,NE,1,0.3,20,0,0
1972,6,SD,0,0.1,10,0,0
1972,6,FL,1,0.1,100,0,0
1972,6,FL,3,4.9,100,0,0
1972,6,FL,3,3.8,100,23,0
1972,6,GA,1,1.0,50,1,0
1972,6,GA,2,1.5,50,0,0
1972,6,IL,1,0.1,10,2,0
1972,6,IL,1,0.1,10,1,0
1972,6,OK,2,0.1,10,0,0
1972,6,SD,1,0.1,10,0,0
1972,6,AR,3,0.3,150,0,0
1972,6,OH,0,0.1,20,0,1
1972,6,AZ,0,17.8,10,0,0
1972,6,AZ,0,0.1,10,0,0
1972,6,AZ,0,0.1,10,0,0
1972,6,AZ,1,1.0,1000,8,0
1972,6,AZ,1,6.4,100,5,0
1972,6,AZ,2,13.5,10,3,0
1972,6,CO,0,0.1,10,0,0
1972,6,CO,2,19.3,10,3,0
1972,6,TX,1,5.9,20,0,0
1972,6,TX,1,1.0,20,0,0
1972,6,TX,2,4.1,100,5,0
1972,6,CO,0,0.1,10,0,0
1972,6,CO,0,13.1,10,0,0
1972,6,CO,0,0.1,10,0,0
1972,6,KS,0,0.3,13,0,0
1972,6,OK,1,0.1,20,0,0
1972,6,FL,0,0.3,20,0,0
1972,6,FL,1,0.3,20,0,0
1972,6,FL,1,0.5,100,0,0
1972,6,FL,2,0.5,27,2,1
1972,6,GA,1,0.5,40,0,0
1972,6,GA,1,0.5,50,0,0
1972,6,OK,1,0.1,10,0,0
1972,6,AL,2,0.3,40,2,0
1972,6,GA,0,0.3,50,0,0
1972,6,GA,0,0.5,50,0,0
1972,6,GA,1,0.1,10,0,0
1972,6,GA,1,0.5,50,0,0
1972,6,GA,1,0.3,30,1,0
1972,6,ND,1,4.3,30,0,0
1972,6,OK,0,0.1,20,0,0
1972,6,OK,0,1.0,10,0,0
1972,6,OK,1,0.1,10,0,0
1972,6,PR,0,0.1,13,0,0
1972,6,SD,2,0.1,10,1,0
1972,6,TN,1,0.5,27,3,0
1972,6,TN,2,0.1,40,0,0
1972,6,FL,0,0.3,20,0,0
1972,6,MS,1,0.5,10,3,0
1972,6,NM,0,0.1,10,0,0
1972,6,TX,0,0.1,10,0,0
1972,7,AR,1,0.3,100,0,0
1972,7,AR,1,0.3,100,0,0
1972,7,IA,1,2.0,200,0,0
1972,7,IA,1,0.1,200,0,0
1972,7,ND,0,0.3,20,0,0
1972,7,NE,0,0.3,17,0,0
1972,7,OK,1,0.1,13,0,0
1972,7,OK,1,0.1,17,0,0
1972,7,TX,0,0.3,50,0,0
1972,7,TX,1,0.3,50,0,0
1972,7,KS,1,0.5,33,0,0
1972,7,KY,1,1.0,20,0,0
1972,7,MO,0,2.7,17,0,0
1972,7,NM,0,2.0,1760,0,0
1972,7,TN,0,0.1,10,0,0
1972,7,TX,0,0.5,50,0,0
1972,7,TX,0,0.5,50,0,0
1972,7,TX,1,0.3,50,0,0
1972,7,AL,2,0.3,200,0,0
1972,7,MA,1,1.0,10,0,0
1972,7,MA,1,3.0,20,0,0
1972,7,NH,2,1.0,40,7,0
1972,7,NM,1,0.1,10,0,0
1972,7,TX,1,0.3,50,0,0
1972,7,TX,0,0.3,440,0,0
1972,7,TX,0,0.1,20,0,0
1972,7,FL,2,0.3,50,0,0
1972,7,CO,0,0.1,10,0,0
1972,7,IA,1,4.1,150,0,0
1972,7,IA,1,1.0,100,0,0
1972,7,KS,1,0.2,17,0,0
1972,7,CO,0,0.1,10,0,0
1972,7,OH,1,1.8,100,0,0
1972,7,ME,1,1.0,30,0,0
1972,7,MN,0,0.3,50,0,0
1972,7,TX,1,0.5,30,0,0
1972,7,LA,1,0.2,33,0,0
1972,7,SD,1,0.1,10,0,0
1972,7,IL,1,0.5,130,0,0
1972,7,KS,1,0.1,23,0,0
1972,7,MI,0,0.1,10,0,0
1972,7,MI,1,0.1,10,0,0
1972,7,FL,1,0.2,50,0,0
1972,7,TX,1,0.1,20,0,0
1972,7,IA,1,1.0,100,0,0
1972,7,IL,0,0.1,10,1,0
1972,7,IL,1,21.9,10,0,0
1972,7,TX,1,3.8,50,0,0
1972,7,WI,1,1.3,50,0,0
1972,7,WI,1,34.0,100,0,0
1972,7,WI,1,13.9,100,0,0
1972,7,WI,1,14.1,100,0,0
1972,7,TX,1,5.4,20,0,0
1972,7,SD,0,0.1,10,0,0
1972,7,WI,1,4.3,50,0,0
1972,7,IA,0,0.1,50,0,0
1972,7,IL,1,29.6,10,0,0
1972,7,IL,1,27.2,10,0,0
1972,7,IL,2,0.1,10,0,0
1972,7,IL,3,81.5,200,0,0
1972,7,IN,0,0.1,50,0,0
1972,7,NM,1,3.8,10,1,0
1972,7,OK,1,0.1,20,0,0
1972,7,TX,1,1.0,100,0,0
1972,7,TX,1,1.0,100,0,0
1972,7,NH,1,0.9,40,0,0
1972,7,NM,0,3.6,10,0,0
1972,7,SD,0,0.1,10,0,0
1972,7,SD,2,0.3,150,0,0
1972,7,TX,1,2.0,100,0,0
1972,7,VT,1,2.0,50,0,0
1972,7,WI,1,2.0,50,3,0
1972,7,KS,0,0.4,50,0,0
1972,7,MI,2,0.8,70,1,0
1972,7,NE,1,14.0,10,0,0
1972,7,NE,2,0.1,10,0,0
1972,7,NE,2,0.3,10,0,0
1972,7,NE,3,32.8,150,0,0
1972,7,NM,0,0.1,10,0,0
1972,7,WI,1,3.6,100,0,0
1972,7,CT,1,1.0,50,0,0
1972,7,MA,1,0.3,20,0,0
1972,7,MA,2,7.6,37,4,0
1972,7,MN,0,0.1,20,0,0
1972,7,NH,1,0.5,10,0,0
1972,7,NH,1,7.0,10,0,0
1972,7,SD,1,0.1,10,0,0
1972,7,TX,0,0.1,10,0,0
1972,7,AZ,0,0.1,10,0,0
1972,7,OH,1,1.5,220,0,0
1972,7,OH,1,0.1,10,0,0
1972,7,ME,1,0.1,20,0,0
1972,7,NE,0,0.1,10,0,0
1972,7,NE,0,0.1,10,0,0
1972,7,NE,1,0.1,10,0,0
1972,7,NY,0,0.1,20,0,0
1972,7,SD,0,0.1,10,0,0
1972,7,FL,1,0.3,30,4,0
1972,7,ID,1,1.0,10,0,0
1972,7,KS,2,0.5,100,1,0
1972,7,MN,0,0.1,20,0,0
1972,7,MO,1,3.6,50,1,0
1972,7,NE,2,1.0,440,0,0
1972,7,NE,3,2.3,100,0,0
1972,7,VA,1,0.1,10,2,0
1972,7,WY,0,0.1,10,0,0
1972,7,KS,2,1.3,440,7,0
1972,7,KS,2,0.5,50,0,0
1972,7,KY,1,0.3,20,0,0
1972,7,ND,2,2.3,20,0,0
1972,7,TX,1,2.5,30,0,0
1972,7,SD,0,0.1,10,0,0
1972,7,SD,0,0.1,10,0,0
1972,7,TX,0,0.5,10,0,0
1972,7,TX,1,0.3,10,0,0
1972,8,IA,0,1.0,50,0,0
1972,8,MI,1,0.1,10,0,0
1972,8,NC,0,0.1,10,0,0
1972,8,NE,0,0.1,10,0,0
1972,8,OH,1,2.0,100,0,0
1972,8,IN,1,2.0,100,0,0
1972,8,KS,2,0.2,150,0,0
1972,8,MI,2,7.4,27,0,0
1972,8,MI,3,0.1,43,0,0
1972,8,TX,0,0.1,17,0,0
1972,8,TX,1,1.0,10,0,0
1972,8,IA,1,11.7,27,0,0
1972,8,SD,2,0.3,400,0,0
1972,8,TX,2,1.0,50,0,0
1972,8,CT,1,9.3,150,0,0
1972,8,GA,0,3.0,20,0,0
1972,8,NY,1,4.9,30,0,0
1972,8,NY,1,0.1,10,2,1
1972,8,OH,1,1.8,200,0,0
1972,8,AZ,0,2.3,300,0,0
1972,8,SC,0,3.3,60,0,0
1972,8,TX,0,2.0,50,0,0
1972,8,TX,1,0.8,10,0,0
1972,8,TX,1,1.0,67,0,0
1972,8,CT,1,2.0,10,0,0
1972,8,MA,1,0.5,77,0,0
1972,8,MA,1,4.9,30,6,1
1972,8,MA,2,9.7,10,1,0
1972,8,NH,1,0.1,77,0,0
1972,8,VT,1,3.6,27,0,0
1972,8,AZ,3,0.1,10,0,0
1972,8,TX,0,1.0,10,0,0
1972,8,TX,0,0.1,10,0,0
1972,8,TX,1,0.3,100,0,0
1972,8,WI,1,3.8,50,0,0
1972,8,AZ,1,0.3,17,0,0
1972,8,TX,1,0.3,20,0,0
1972,8,TX,0,0.1,10,0,0
1972,8,OH,1,0.1,33,0,0
1972,8,OH,1,2.0,50,0,0
1972,8,OH,2,0.1,30,0,0
1972,8,OH,2,2.8,183,0,0
1972,8,MI,0,0.1,10,0,0
1972,8,KY,2,0.1,10,1,0
1972,8,ND,0,5.1,20,0,0
1972,8,OK,1,0.1,10,1,0
1972,8,WI,1,12.1,50,0,0
1972,8,FL,2,1.0,50,0,0
1972,8,KS,1,0.1,17,0,0
1972,8,KS,2,0.1,220,0,0
1972,8,MI,1,0.1,10,0,0
1972,8,IL,1,0.1,10,0,0
1972,8,TX,0,0.1,10,0,0
1972,8,TX,0,0.1,10,0,0
1972,8,IL,2,1.8,200,1,0
1972,8,KY,1,0.3,10,0,0
1972,8,NH,0,0.5,17,0,0
1972,8,MA,2,1.0,100,0,0
1972,8,KS,1,9.9,17,0,0
1972,9,TX,0,0.3,10,0,0
1972,9,KS,1,0.5,50,0,0
1972,9,KS,2,2.0,100,0,0
1972,9,KS,2,2.3,80,0,0
1972,9,TX,1,4.3,23,0,0
1972,9,IA,0,0.1,17,0,0
1972,9,MO,0,0.1,50,0,0
1972,9,MO,1,0.1,33,0,0
1972,9,AZ,0,0.1,10,0,0
1972,9,FL,1,0.5,50,0,0
1972,9,AZ,1,1.8,700,1,0
1972,9,IA,1,5.9,100,0,0
1972,9,IA,0,0.5,100,0,0
1972,9,IA,1,19.9,200,0,0
1972,9,IA,1,0.1,100,0,0
1972,9,IA,2,5.9,100,0,0
1972,9,PA,2,0.1,100,0,0
1972,9,MA,0,4.1,20,0,0
1972,9,MA,1,0.3,30,0,0
1972,9,RI,0,2.0,10,0,0
1972,9,WI,2,66.2,200,0,0
1972,9,MI,0,0.1,20,0,0
1972,9,MI,1,0.1,27,0,0
1972,9,AZ,1,0.1,10,1,0
1972,9,AZ,1,0.1,10,0,0
1972,9,NM,0,0.1,10,0,0
1972,9,SD,2,0.1,10,0,0
1972,9,WI,1,1.0,100,0,0
1972,9,WI,1,2.0,50,0,0
1972,9,WI,1,0.5,50,0,0
1972,9,WI,1,3.3,50,0,0
1972,9,WI,2,13.1,100,0,0
1972,9,TX,0,0.3,10,0,0
1972,9,TX,0,0.3,10,0,0
1972,9,TX,0,0.3,10,0,0
1972,9,TX,1,0.1,10,0,0
1972,9,TX,1,0.5,440,1,0
1972,9,IA,2,64.5,2200,3,0
1972,9,IL,4,5.2,220,20,0
1972,9,WI,1,0.1,50,0,0
1972,9,WI,1,2.2,27,0,0
1972,9,WI,2,1.5,50,0,0
1972,9,WI,2,1.0,50,0,0
1972,9,KY,2,1.0,50,3,0
1972,9,MS,3,45.5,880,4,0
1972,9,TX,1,0.1,13,0,0
1972,9,VA,1,5.1,50,0,0
1972,9,WV,1,20.9,70,0,0
1972,9,NC,0,0.1,10,0,0
1972,10,CA,0,0.1,10,0,0
1972,10,FL,0,0.3,50,0,0
1972,10,IA,0,0.1,50,0,0
1972,10,AZ,0,0.1,10,0,0
1972,10,CA,0,0.1,10,0,0
1972,10,CA,0,0.1,10,0,0
1972,10,AZ,1,0.1,1000,0,0
1972,10,TX,1,0.3,200,0,0
1972,10,TX,1,0.1,67,0,0
1972,10,TX,2,5.4,100,0,0
1972,10,TX,2,1.5,20,0,0
1972,10,TX,2,1.0,20,3,0
1972,10,TX,2,1.3,440,0,0
1972,10,TX,2,1.3,440,1,0
1972,10,OK,2,0.5,10,1,0
1972,10,OK,3,1.5,33,1,0
1972,10,TX,3,0.5,30,2,0
1972,10,NC,2,0.7,150,0,0
1972,10,AL,2,17.1,50,0,0
1972,10,FL,0,0.3,20,0,0
1972,10,FL,0,0.3,10,0,0
1972,10,FL,0,0.3,10,0,0
1972,10,FL,1,0.3,50,1,0
1972,10,FL,2,0.3,20,0,0
1972,10,FL,2,1.0,100,1,0
1972,10,FL,2,0.3,50,0,0
1972,10,FL,2,0.3,50,0,0
1972,10,FL,2,0.3,20,0,0
1972,10,FL,2,3.4,50,1,0
1972,10,GA,1,4.1,100,0,0
1972,10,GA,1,0.5,100,0,0
1972,10,GA,2,1.0,100,0,0
1972,10,GA,2,1.0,400,0,0
1972,10,TX,2,10.8,100,2,0
1972,11,TX,1,0.1,77,5,0
1972,11,TX,1,0.3,10,0,0
1972,11,TX,1,0.3,10,0,0
1972,11,TX,1,24.0,100,0,0
1972,11,AL,2,1.0,200,0,0
1972,11,GA,0,0.5,10,0,0
1972,11,LA,1,5.7,200,0,0
1972,11,LA,1,0.2,50,0,0
1972,11,LA,2,4.3,100,0,0
1972,11,MS,1,0.5,200,0,0
1972,11,MS,2,0.8,50,0,0
1972,11,TX,1,2.0,50,0,0
1972,11,TX,2,2.3,50,0,0
1972,11,TX,2,3.3,100,0,2
1972,11,FL,0,0.3,20,0,0
1972,11,LA,1,2.0,100,0,0
1972,11,LA,1,0.2,50,0,0
1972,12,FL,0,0.3,10,0,0
1972,12,AL,2,1.0,50,3,0
1972,12,MS,1,1.0,67,0,0
1972,12,FL,2,12.2,30,0,0
1972,12,OK,2,14.5,40,0,0
1972,12,OK,2,31.2,30,0,0
1972,12,MO,1,2.0,50,0,0
1972,12,MO,2,3.8,220,2,0
1973,1,AR,0,0.1,10,0,0
1973,1,FL,0,0.3,10,0,0
1973,1,IL,1,95.9,10,0,0
1973,1,LA,2,0.2,100,4,0
1973,1,LA,3,38.0,73,2,1
1973,1,MO,1,4.7,100,1,0
1973,1,MO,2,4.3,100,1,0
1973,1,MS,2,7.6,400,8,0
1973,1,MS,2,2.7,67,0,0
1973,1,OK,2,5.1,30,4,0
1973,1,LA,2,7.7,100,0,0
1973,1,TX,1,14.5,200,0,0
1973,1,TX,1,17.3,200,0,0
1973,1,TX,1,0.3,200,0,0
1973,1,TX,1,0.5,20,0,0
1973,1,TX,1,4.3,440,0,0
1973,1,TX,1,0.1,10,0,0
1973,1,TX,1,0.1,10,0,0
1973,1,TX,1,0.3,10,0,0
1973,1,TX,1,0.3,10,0,0
1973,1,TX,2,0.5,100,1,0
1973,1,TX,2,0.1,40,0,0
1973,1,FL,0,0.3,10,0,0
1973,1,TX,0,3.0,17,0,0
1973,1,TX,2,8.7,200,3,0
1973,1,FL,1,1.5,20,0,0
1973,1,FL,1,0.3,30,8,0
1973,1,AL,2,0.1,10,0,0
1973,1,FL,1,2.0,20,1,0
1973,1,FL,2,14.0,100,7,0
1973,1,FL,2,2.7,300,16,0
1973,1,FL,2,5.1,50,0,0
1973,1,TX,0,6.2,300,0,0
1973,2,GA,1,1.0,50,0,0
1973,2,GA,1,1.0,50,0,0
1973,2,NJ,1,0.2,133,0,0
1973,2,NJ,1,0.3,133,0,0
1973,2,NJ,2,0.3,100,0,0
1973,2,GA,0,0.1,20,0,0
1973,2,GA,2,2.0,500,5,0
1973,2,FL,2,2.0,30,1,0
1973,2,MS,1,1.3,40,1,0
1973,2,TX,2,3.3,30,1,0
1973,3,TX,2,8.0,50,0,0
1973,3,TX,0,0.1,10,0,0
1973,3,TX,1,0.1,50,0,0
1973,3,TX,2,1.5,30,0,0
1973,3,FL,1,0.3,20,0,0
1973,3,FL,2,1.5,100,6,0
